sell_after,lookback,ma_period,tolerance,tp_pct,sl_pct,symbol,buy_time,buy_price,sell_time,sell_price,qty,profit,exit_reason,commission_buy,commission_sell,position_type,strategy,family,r0_direction
0,50,25,40,5,10,XRPUSDT,2025-01-13 18:00:00,2.4453,2025-01-14 06:00:00,2.567565,32.7158221895064,3.8360000000000016,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,XRPUSDT,2025-01-14 06:00:00,2.5257,2025-01-14 12:00:00,2.6519850000000003,31.674387298570693,3.836000000000006,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,DOGEUSDT,2025-01-14 06:00:00,0.34217,2025-01-14 18:00:00,0.3592785,233.80191133062516,3.836000000000006,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,AAVEUSDT,2025-01-14 06:00:00,287.06,2025-01-15 12:00:00,301.413,0.2786873824287605,3.8360000000000016,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,BTCUSDT,2025-01-14 06:00:00,94886.3,2025-01-15 12:00:00,99630.615,0.000843114337897,3.8360000000000016,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,AAVEUSDT,2025-01-15 12:00:00,287.89,2025-01-15 12:00:00,302.2845,0.2778839139949286,3.835999999999998,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,DOGEUSDT,2025-01-15 12:00:00,0.35181,2025-01-15 12:00:00,0.3694005,227.39546914527727,3.8360000000000016,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,LINKUSDT,2025-01-15 12:00:00,20.324,2025-01-15 12:00:00,21.340200000000003,3.93623302499508,3.836000000000005,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,SOLUSDT,2025-01-15 12:00:00,186.926,2025-01-15 12:00:00,196.2723,0.4279768464526069,3.836000000000006,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,XRPUSDT,2025-01-15 12:00:00,2.7607,2025-01-15 12:00:00,2.898735,28.97815771362336,3.835999999999997,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,BTCUSDT,2025-01-15 12:00:00,96725.4,2025-01-17 00:00:00,101561.67,0.0008270836822592,3.8360000000000034,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,BNBUSDT,2025-01-15 12:00:00,692.36,2025-01-17 12:00:00,726.9780000000001,0.1155468253509734,3.836000000000006,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,DOGEUSDT,2025-01-17 12:00:00,0.41115,2025-01-18 00:00:00,0.4317075,194.57618873890303,3.8360000000000007,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,ENAUSDT,2025-01-17 12:00:00,0.9716,2025-01-18 00:00:00,0.87444,82.33841086867024,-8.152000000000001,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,LINKUSDT,2025-01-17 12:00:00,24.134,2025-01-18 00:00:00,25.3407,3.314825557305047,3.836000000000004,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,AAVEUSDT,2025-01-17 12:00:00,326.68,2025-01-19 06:00:00,294.012,0.2448879637565813,-8.152000000000001,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,DOTUSDT,2025-01-17 12:00:00,7.394,2025-01-19 06:00:00,6.6546,10.819583446037328,-8.151999999999997,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,TAOUSDT,2025-01-17 12:00:00,472.61,2025-01-19 06:00:00,425.3490000000001,0.1692727618967013,-8.151999999999992,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,SUIUSDT,2025-01-17 12:00:00,4.9026,2025-01-19 18:00:00,4.41234,16.31787214947171,-8.152000000000003,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,BTCUSDT,2025-01-17 12:00:00,102200.1,2025-01-20 06:00:00,107310.105,0.0007827780990429,3.8360000000000034,TP,0.08,0.084,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,BNBUSDT,2025-01-17 12:00:00,725.42,2025-01-27 00:00:00,652.8779999999999,0.1102809406964241,-8.152000000000003,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,ETHUSDT,2025-01-17 12:00:00,3422.34,2025-01-27 06:00:00,3080.106,0.0233758188841552,-8.151999999999996,SL,0.08,0.072,LONG,12_parity_long_6Hutc,unknown,uptrend
0,50,25,40,5,10,DOGEUSDT,2025-03-26 06:00:00,0.19276,2025-03-26 06:00:00,0.202398,415.0238638721727,3.8360000000000034,TP,0.08,0.084,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,ENAUSDT,2025-03-26 06:00:00,0.4169,2025-03-27 06:00:00,0.437745,191.8925401775006,3.836,TP,0.08,0.084,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,DOTUSDT,2025-03-26 06:00:00,4.64,2025-03-29 00:00:00,4.176,17.24137931034483,-8.151999999999992,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,ADAUSDT,2025-03-26 06:00:00,0.7501,2025-03-29 06:00:00,0.67509,106.65244634048794,-8.152000000000003,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,BCHUSDT,2025-03-26 06:00:00,333.45,2025-03-29 06:00:00,300.105,0.2399160293897136,-8.151999999999992,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,ETHUSDT,2025-03-26 06:00:00,2058.09,2025-03-29 06:00:00,1852.281,0.0388709920363055,-8.151999999999997,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,AAVEUSDT,2025-03-26 06:00:00,184.24,2025-03-29 18:00:00,165.816,0.4342162396873643,-8.152000000000001,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,BNBUSDT,2025-03-26 06:00:00,630.59,2025-04-06 12:00:00,567.5310000000001,0.1268653166082557,-8.151999999999994,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
0,50,25,40,5,10,BTCUSDT,2025-03-26 06:00:00,87480.0,2025-04-06 18:00:00,78732.0,0.0009144947416552,-8.152,SL,0.08,0.072,LONG,12_parity_long_6Hutc,ranging,uptrend
