sell_after,lookback,ma_period,tolerance,tp_pct,sl_pct,symbol,buy_time,buy_price,sell_time,sell_price,qty,profit,exit_reason,commission_buy,commission_sell,position_type,strategy,family,r0_direction
100,7,50,30,2,10,ADAUSDT,2025-01-14 09:00:00,0.9643,2025-01-14 09:00:00,0.983586,82.96173390023851,1.438400000000002,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,DOGEUSDT,2025-01-14 09:00:00,0.34417,2025-01-14 09:00:00,0.3510533999999999,232.4432693145829,1.4383999999999963,TP,0.08,0.0815999999999999,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,HYPEUSDT,2025-01-14 09:00:00,22.191,2025-01-14 09:00:00,22.63482,3.605065116488667,1.4383999999999957,TP,0.08,0.0815999999999999,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,XRPUSDT,2025-01-14 09:00:00,2.54,2025-01-14 10:00:00,2.5908,31.496062992125985,1.4384000000000057,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,BTCUSDT,2025-01-14 09:00:00,95452.1,2025-01-15 01:00:00,97361.142,0.0008381167098471,1.438400000000001,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,SOLUSDT,2025-01-14 09:00:00,186.841,2025-01-15 07:00:00,190.57782,0.4281715469302776,1.4383999999999977,TP,0.08,0.0815999999999999,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,ADAUSDT,2025-01-15 15:00:00,1.0511,2025-01-15 15:00:00,1.072122,76.11074112834174,1.4384000000000072,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,DOGEUSDT,2025-01-15 15:00:00,0.3674,2025-01-15 15:00:00,0.374748,217.74632553075668,1.4384000000000046,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,XRPUSDT,2025-01-15 15:00:00,2.8634,2025-01-15 15:00:00,2.920668,27.93881399734581,1.4384000000000028,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
100,7,50,30,2,10,SOLUSDT,2025-01-15 15:00:00,195.609,2025-01-15 18:00:00,199.52118,0.4089791369517762,1.4384000000000023,TP,0.08,0.0816,LONG,06_reversal_long_1H,trending,uptrend
