sell_after,lookback,flag,impulse,ma_period,tp_pct,sl_pct,symbol,buy_time,buy_price,sell_time,sell_price,qty,profit,exit_reason,commission_buy,commission_sell,position_type,strategy,family,r0_direction
0,20,70,2,50,2,7,LINKUSDT,2025-01-07 11:00:00,23.457,2025-01-07 14:00:00,22.98786,3.410495800827045,1.441599999999998,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,SUIUSDT,2025-01-07 11:00:00,5.1346,2025-01-07 14:00:00,5.031908,15.580571027928174,1.4416000000000035,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,SOLUSDT,2025-01-07 11:00:00,214.82,2025-01-07 15:00:00,210.5236,0.3724048040219719,1.441600000000002,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,BNBUSDT,2025-01-07 15:00:00,716.94,2025-01-07 15:00:00,702.6012000000001,0.1115853488436968,1.4415999999999989,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,DOGEUSDT,2025-01-07 15:00:00,0.38021,2025-01-07 15:00:00,0.3726058,210.41003655874383,1.441600000000001,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,HYPEUSDT,2025-01-07 15:00:00,25.024,2025-01-07 15:00:00,24.52352,3.19693094629156,1.4415999999999984,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,LINKUSDT,2025-01-07 15:00:00,22.882,2025-01-07 15:00:00,22.42436,3.4961978848002797,1.4416000000000044,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SOLUSDT,2025-01-07 15:00:00,211.601,2025-01-07 15:00:00,207.36898,0.3780700469279446,1.4416000000000022,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SUIUSDT,2025-01-07 15:00:00,4.9931,2025-01-07 15:00:00,4.893238,16.02211051250726,1.4415999999999984,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,XRPUSDT,2025-01-07 15:00:00,2.3948,2025-01-07 15:00:00,2.346904,33.40571237681643,1.441600000000005,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,ADAUSDT,2025-01-07 16:00:00,1.045,2025-01-07 17:00:00,1.0241,76.55502392344498,1.4415999999999938,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,DOTUSDT,2025-01-07 16:00:00,7.302,2025-01-07 17:00:00,7.155959999999999,10.955902492467818,1.4416000000000018,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,DOGEUSDT,2025-01-07 16:00:00,0.3638,2025-01-07 18:00:00,0.356524,219.9010445299615,1.4416000000000009,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,LINKUSDT,2025-01-07 16:00:00,22.059,2025-01-07 18:00:00,21.61782,3.626637653565438,1.441599999999997,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,BNBUSDT,2025-01-07 16:00:00,707.96,2025-01-07 19:00:00,693.8008,0.1130007345047742,1.441600000000006,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SOLUSDT,2025-01-07 16:00:00,207.741,2025-01-07 19:00:00,203.58618,0.3850949018248684,1.4416000000000002,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,XRPUSDT,2025-01-07 16:00:00,2.3126,2025-01-07 19:00:00,2.2663480000000003,34.59309867681397,1.4415999999999984,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SUIUSDT,2025-01-07 16:00:00,4.8889,2025-01-07 23:00:00,4.791122,16.363599173638242,1.4415999999999989,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SOLUSDT,2025-01-07 23:00:00,203.658,2025-01-08 01:00:00,199.58484,0.392815406220232,1.4416000000000009,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,SUIUSDT,2025-01-07 23:00:00,4.8336,2025-01-08 02:00:00,4.736928,16.550810989738498,1.4415999999999978,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,DOGEUSDT,2025-01-07 23:00:00,0.35205,2025-01-08 03:00:00,0.3450089999999999,227.2404487998864,1.4416000000000044,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,DOTUSDT,2025-01-07 23:00:00,7.109,2025-01-08 03:00:00,6.96682,11.253340835560556,1.441599999999997,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,ADAUSDT,2025-01-07 23:00:00,1.0038,2025-01-08 05:00:00,0.983724,79.69715082685794,1.4415999999999984,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,BNBUSDT,2025-01-07 23:00:00,695.3,2025-01-08 06:00:00,681.3939999999999,0.1150582482381705,1.441600000000007,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,ETHUSDT,2025-01-07 23:00:00,3395.22,2025-01-08 06:00:00,3327.3156,0.0235625379209594,1.4415999999999976,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,BTCUSDT,2025-01-07 23:00:00,97123.6,2025-01-08 11:00:00,95181.128,0.0008236926967287,1.441600000000007,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,XRPUSDT,2025-01-07 23:00:00,2.2948,2025-01-08 17:00:00,2.248904,34.86142583231654,1.4415999999999978,TP,0.08,0.0784,SHORT,20_flag_short_1H,trending,downtrend
0,20,70,2,50,2,7,ADAUSDT,2025-01-08 17:00:00,0.9471,2025-01-08 17:00:00,0.928158,84.46837715130398,1.441600000000001,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,BTCUSDT,2025-01-08 17:00:00,94743.9,2025-01-08 17:00:00,92849.022,0.0008443815380198,1.441599999999997,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,DOGEUSDT,2025-01-08 17:00:00,0.33852,2025-01-08 17:00:00,0.3317496,236.32281696797827,1.4416000000000022,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,DOTUSDT,2025-01-08 17:00:00,6.7,2025-01-08 17:00:00,6.566,11.940298507462686,1.4416000000000038,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,ETHUSDT,2025-01-08 17:00:00,3313.75,2025-01-08 17:00:00,3247.475,0.0241418332704639,1.441600000000002,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,HYPEUSDT,2025-01-08 17:00:00,20.848,2025-01-08 17:00:00,20.43104,3.8372985418265535,1.4415999999999982,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,LINKUSDT,2025-01-08 17:00:00,20.299,2025-01-08 17:00:00,19.89302,3.94108084142076,1.4415999999999982,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,SOLUSDT,2025-01-08 17:00:00,194.627,2025-01-08 17:00:00,190.73446,0.4110426610901879,1.4415999999999984,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,SUIUSDT,2025-01-08 17:00:00,4.4992,2025-01-08 17:00:00,4.409216,17.780938833570413,1.441600000000005,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,XRPUSDT,2025-01-08 17:00:00,2.2743,2025-01-08 17:00:00,2.2288140000000003,35.1756584443565,1.4415999999999969,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,BNBUSDT,2025-01-08 17:00:00,686.33,2025-01-10 19:00:00,694.33,0.1165620037008436,-1.0934285256363556,SELL_AFTER,0.08,0.0809324960296067,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,BNBUSDT,2025-01-10 21:00:00,691.51,2025-01-12 23:00:00,692.96,0.1156888548249483,-0.3279165883356765,SELL_AFTER,0.08,0.0801677488394961,SHORT,20_flag_short_1H,ranging,downtrend
0,20,70,2,50,2,7,ADAUSDT,2025-01-19 09:00:00,1.0404,2025-01-19 09:00:00,1.019592,76.89350249903883,1.441599999999995,TP,0.08,0.0784,SHORT,20_flag_short_1H,ranging,downtrend
