timestamp,open,high,low,close,volume_base,volume_quote
2025-01-01,93570.6,95164.0,92852.8,94576.7,96539.787,9073882158.8862
2025-01-02,94576.7,97797.5,94378.0,96957.1,147751.813,14243834337.7912
2025-01-03,96957.1,98944.0,96068.0,98146.0,107540.168,10465147794.6996
2025-01-04,98146.0,98759.4,97502.6,98173.2,57405.581,5625398124.52
2025-01-05,98173.2,98824.3,97246.0,98339.3,70513.735,6910516259.2732
2025-01-06,98339.3,102439.1,97875.2,102188.0,170387.017,17079584756.3671
2025-01-07,102188.0,102700.0,96179.4,96920.4,207738.354,20512573600.5834
2025-01-08,96920.4,97242.7,92505.7,95027.3,212105.332,20166189558.267
2025-01-09,95027.3,95333.0,91142.7,92499.9,222706.03,20725858500.4303
2025-01-10,92499.9,95807.1,92179.6,94680.0,192819.797,18135548186.479
2025-01-11,94680.0,94990.2,93802.5,94562.4,57132.856,5392060047.1784
2025-01-12,94562.4,95435.0,93661.0,94492.1,65145.395,6153253275.3476
2025-01-13,94492.1,95913.0,89035.7,94485.6,254148.229,23493910863.2164
2025-01-14,94485.6,97342.3,94314.4,96514.9,151377.836,14541113342.9538
2025-01-15,96514.9,100659.1,96450.2,100460.3,165073.158,16248239454.7896
2025-01-16,100460.3,100828.7,97293.7,99937.4,161306.172,16006173516.7745
2025-01-17,99937.4,105784.2,99902.0,104042.5,173504.497,17883990569.8902
2025-01-18,104042.5,104960.9,102242.8,104524.3,126288.536,13090275028.8534
2025-01-19,104524.3,106435.0,99600.0,101305.2,215348.303,22378053673.0073
2025-01-20,101305.2,109988.2,99501.0,102247.9,367317.048,38520558581.529
2025-01-21,102247.9,107217.2,100115.0,106114.7,202375.452,21030743768.9663
2025-01-22,106114.7,106388.1,103277.0,103665.2,120097.58,12568758680.2967
2025-01-23,103665.2,106839.1,101212.1,103864.0,294416.929,30573678096.0144
2025-01-24,103864.0,107069.7,102700.0,104810.1,126449.496,13300033441.201
2025-01-25,104810.1,105265.4,104051.0,104694.0,58976.235,6173439452.9188
2025-01-26,104694.0,105486.0,102460.5,102566.5,69365.066,7237998800.3474
2025-01-27,102566.5,103210.2,97700.0,102021.2,251355.543,25250157008.742
2025-01-28,102021.2,103777.3,100239.6,101281.2,144056.086,14736868097.1864
2025-01-29,101281.2,104755.2,101277.1,103698.4,159699.91,16404072487.5418
2025-01-30,103698.4,106421.4,103228.2,104676.9,104686.61,11010493807.1803
2025-01-31,104676.9,106000.2,101500.0,102373.4,136755.477,14205241589.3593
2025-02-01,102373.4,102721.8,100239.3,100603.5,79816.411,8115430242.4018
2025-02-02,100603.5,101427.9,96054.5,97664.7,196105.081,19314801119.8641
2025-02-03,97664.7,102428.3,91160.1,101293.9,307537.685,29647059499.4296
2025-02-04,101293.9,101671.7,96110.8,97710.2,209192.453,20688963443.6556
2025-02-05,97710.2,99104.7,96106.1,96555.5,106696.056,10436282821.0397
2025-02-06,96555.5,99088.5,95650.0,96520.0,131537.346,12816132116.6472
2025-02-07,96520.0,100112.7,95570.4,96454.8,161781.158,15821705103.6418
2025-02-08,96454.8,96845.0,95615.9,96412.2,48080.073,4625711978.7709
2025-02-09,96412.2,97300.3,94663.1,96424.9,86678.786,8346293957.3293
2025-02-10,96424.9,98328.4,95200.1,97379.2,93260.326,9054370605.9295
2025-02-11,97379.2,98452.0,94823.2,95731.6,120240.051,11640978889.5664
2025-02-12,95731.6,98091.1,94027.1,97824.5,150813.057,14494557238.6385
2025-02-13,97824.5,98047.1,95184.0,96560.5,114555.697,11014400150.9779
2025-02-14,96560.5,98793.0,96229.3,97445.2,109941.731,10691166132.3064
2025-02-15,97445.2,97924.0,97170.0,97537.9,36391.515,3550177777.411
2025-02-16,97537.9,97661.2,96003.3,96073.7,44477.285,4312835639.4044
2025-02-17,96073.7,96985.0,95150.4,95743.1,79396.09,7627544670.0332
2025-02-18,95743.1,96714.1,93333.0,95613.0,116153.1723,11046635488.57027
2025-02-19,95613.0,96860.0,95012.6,96597.9,82502.6696,7917369642.17728
2025-02-20,96597.9,98662.3,96376.3,98253.1,90039.6417,8773621285.90831
2025-02-21,98253.1,99425.8,94850.0,96127.9,150691.2841,14701779884.42588
2025-02-22,96127.9,96951.0,95736.4,96503.3,42110.2123,4061264036.77768
2025-02-23,96503.3,96603.1,95207.2,96218.3,40870.3002,3919984073.62562
2025-02-24,96218.3,96455.0,91300.1,91514.8,130851.9968,12357345790.57473
2025-02-25,91514.8,92500.0,86020.4,88639.0,229994.4811,20439184294.30335
2025-02-26,88639.0,89367.1,82222.0,84200.1,194717.3184,16800875773.0873
2025-02-27,84200.1,87058.0,82670.7,84665.4,157084.8671,13375800630.85822
2025-02-28,84665.4,85090.9,78217.3,84299.7,272811.8023,22201307004.49524
2025-03-01,84299.7,86502.2,83780.0,86007.7,86014.4742,7323898423.6485
2025-03-02,86007.7,94969.7,85015.0,94224.3,188647.5193,16957324991.35822
2025-03-03,94224.3,94370.0,85059.9,86185.9,209821.313,18893743656.23717
2025-03-04,86185.9,88924.1,81430.0,87246.0,225203.1392,19046055836.30508
2025-03-05,87246.0,90983.5,86350.7,90566.0,160450.1143,14276855962.63379
2025-03-06,90566.0,92780.7,87790.7,89887.9,166822.8227,15080292411.09576
2025-03-07,89887.9,91254.0,84600.0,86744.0,241168.0078,21217702910.08347
2025-03-08,86744.0,86865.6,85159.8,86184.7,62414.1501,5373480544.48033
2025-03-09,86184.7,86450.0,79932.9,80688.7,135187.2921,11257485639.4738
2025-03-10,80688.7,84028.3,77413.2,78567.8,221069.4919,17835433912.67817
2025-03-11,78567.8,83580.6,76562.9,82895.9,230460.4102,18582268963.23674
2025-03-12,82895.9,84467.5,80594.4,83640.6,170444.7692,14058401365.07689
2025-03-13,83640.6,84300.0,79903.9,81081.2,142082.5428,11667726099.05457
2025-03-14,81081.2,85270.0,80788.0,83939.9,131657.2601,10986032592.30865
2025-03-15,83939.9,84625.0,83580.0,84303.0,49303.5205,4148576489.36592
2025-03-16,84303.0,85118.3,81947.0,82541.5,126422.2654,10538581487.76529
2025-03-17,82541.5,84712.4,82388.6,83962.9,114998.424,9593949779.6375
2025-03-18,83962.9,83979.8,81112.9,82667.0,124506.3643,10251624015.40434
2025-03-19,82667.0,86980.7,82503.3,86799.1,154418.1716,13033058876.03187
2025-03-20,86799.1,87447.6,83614.0,84183.7,133957.2155,11425214135.30318
2025-03-21,84183.7,84800.0,83130.7,84050.0,93577.6615,7860024549.50617
2025-03-22,84050.0,84500.0,83578.6,83797.1,35179.9159,2959118402.88828
2025-03-23,83797.1,86097.9,83763.6,86044.1,72632.369,6165665417.81494
2025-03-24,86044.1,88741.8,85484.9,87463.3,139114.1008,12151100710.36884
2025-03-25,87463.3,88500.0,86261.8,87364.9,121973.8943,10649278880.83091
2025-03-26,87364.9,88253.9,85816.3,86869.3,128056.6984,11159781556.27702
2025-03-27,86869.3,87712.8,85750.0,87191.1,119603.085,10401111896.05359
2025-03-28,87191.1,87460.0,83553.7,84380.7,166767.9411,14203272111.34994
2025-03-29,84380.7,84585.4,81609.5,82604.8,97808.6714,8104773055.6384
2025-03-30,82604.8,83488.0,81508.0,82342.0,86607.9675,7164891675.06938
2025-03-31,82342.0,83885.5,81232.0,82517.4,145055.6098,11961133045.74741
2025-04-01,82517.4,85534.0,82385.3,85123.1,146027.1847,12271828815.1808
2025-04-02,85123.1,88500.0,82299.8,82485.1,228199.4955,19475925100.00906
2025-04-03,82485.1,83880.2,81173.1,83167.2,164219.7957,13565146695.62573
2025-04-04,83167.2,84686.2,81624.6,83850.0,198985.0749,16555730739.70102
2025-04-05,83850.0,84238.2,82339.0,83503.1,68756.2912,5722797271.73066
2025-04-06,83503.1,83764.3,77112.0,78387.8,174490.8548,14067165485.5435
2025-04-07,78387.8,81185.2,74466.4,79130.0,343006.5639,26614818740.12997
2025-04-08,79130.0,80814.0,76202.0,76297.9,192489.3275,15120151401.20296
2025-04-09,76297.9,83553.5,74600.0,82588.0,290222.2273,22763885981.80743
2025-04-10,82588.0,82706.9,78422.0,79560.3,193691.6552,15635262215.56536
2025-04-11,79560.3,84275.3,78934.7,83385.7,192564.5368,15810441250.72397
2025-04-12,83385.7,85866.4,82756.0,85241.1,118442.6236,9985743631.00869
2025-04-13,85241.1,86100.0,82999.9,83713.8,132645.8063,11190951997.4308
2025-04-14,83713.8,85755.0,83635.8,84552.4,135131.3472,11440166894.53738
2025-04-15,84552.4,86443.0,83565.2,83608.6,131085.7131,11159455881.18307
2025-04-16,83608.6,85488.3,83066.0,83990.1,143659.9072,12076006642.57609
2025-04-17,83990.1,85432.0,83700.0,84914.9,107242.1317,9066420674.77006
2025-04-18,84914.9,85095.1,84267.0,84421.0,36551.0896,3091337736.02763
2025-04-19,84421.0,85600.2,84324.4,85047.0,62037.0609,5278603911.9416
2025-04-20,85047.0,85283.6,83903.2,85138.9,36668.9051,3105320415.83791
2025-04-21,85138.9,88400.0,85100.0,87468.0,154689.1895,13498966673.66349
2025-04-22,87468.0,94037.8,87030.7,93405.0,198561.4891,17936826060.03594
2025-04-23,93405.0,94743.0,91919.0,93632.2,158974.0063,14844692933.90387
2025-04-24,93632.2,93974.0,91629.9,93931.6,115936.2594,10761938360.9714
2025-04-25,93931.6,95729.2,92800.0,94584.0,129192.2407,12190845444.00186
2025-04-26,94584.0,95154.0,93832.0,94575.5,58085.1183,5480898867.6698
2025-04-27,94575.5,95270.9,93555.6,93696.5,65775.9693,6188209522.30447
2025-04-28,93696.5,95561.4,92728.2,94970.1,133951.9083,12629866619.78593
2025-04-29,94970.1,95421.1,93684.0,94201.2,103986.309,9856224871.05187
2025-04-30,94201.2,95187.5,92858.0,94126.0,106355.9218,10020251300.55424
