time,open,high,low,close,volume,high_time,low_time
2021-01-03 20:00:00,126.198,126.524,126.159,126.474,10974642000.0,2021-01-03 23:48:00.738,2021-01-03 22:42:12.887
2021-01-04 00:00:00,126.473,126.475,126.094,126.161,47084930000.0,2021-01-04 00:00:04.615,2021-01-04 00:50:44.477
2021-01-04 04:00:00,126.159,126.299,126.121,126.21,19004555000.0,2021-01-04 07:39:19.833,2021-01-04 04:02:30.228
2021-01-04 08:00:00,126.209,126.479,126.159,126.442,35412313000.0,2021-01-04 11:56:23.265,2021-01-04 08:24:36.273
2021-01-04 12:00:00,126.441,126.794,126.419,126.556,51046891000.0,2021-01-04 14:26:50.616,2021-01-04 12:03:04.486
2021-01-04 16:00:00,126.555,126.607,126.285,126.334,35323873000.0,2021-01-04 16:17:53.280,2021-01-04 18:35:24.447
2021-01-04 20:00:00,126.335,126.385,126.273,126.368,10538887000.0,2021-01-04 21:56:54.479,2021-01-04 22:04:01.023
2021-01-05 00:00:00,126.367,126.555,126.337,126.451,21600207500.0,2021-01-05 02:58:41.810,2021-01-05 00:51:32.755
2021-01-05 04:00:00,126.45,126.45,126.156,126.2,21412055000.0,2021-01-05 04:00:00.150,2021-01-05 07:36:45.367
2021-01-05 08:00:00,126.198,126.355,126.156,126.292,35924596400.0,2021-01-05 08:19:33.827,2021-01-05 08:03:05.778
2021-01-05 12:00:00,126.291,126.321,126.047,126.176,48380285000.0,2021-01-05 12:10:17.804,2021-01-05 14:57:59.504
2021-01-05 16:00:00,126.177,126.305,126.156,126.275,30471700000.0,2021-01-05 18:21:41.425,2021-01-05 16:28:55.635
2021-01-05 20:00:00,126.277,126.33,126.207,126.288,12804772000.0,2021-01-05 21:57:06.900,2021-01-05 20:57:15.077
2021-01-06 00:00:00,126.289,126.478,126.138,126.308,45391245000.0,2021-01-06 00:50:58.817,2021-01-06 00:34:11.054
2021-01-06 04:00:00,126.307,126.809,126.259,126.775,42846649000.0,2021-01-06 07:48:54.160,2021-01-06 04:09:47.237
2021-01-06 08:00:00,126.774,126.951,126.672,126.825,40652568000.0,2021-01-06 10:02:28.083,2021-01-06 08:24:14.486
2021-01-06 12:00:00,126.826,127.244,126.798,126.974,61556349000.0,2021-01-06 15:29:26.129,2021-01-06 12:01:58.666
2021-01-06 16:00:00,126.973,127.051,126.823,126.926,47887488000.0,2021-01-06 19:08:53.349,2021-01-06 16:11:05.810
2021-01-06 20:00:00,126.925,127.189,126.892,127.113,29635622000.0,2021-01-06 23:20:20.478,2021-01-06 20:04:25.295
2021-01-07 00:00:00,127.112,127.233,126.964,127.134,27854191000.0,2021-01-07 01:43:41.445,2021-01-07 00:43:19.355
2021-01-07 04:00:00,127.135,127.292,127.036,127.256,23039690000.0,2021-01-07 07:58:57.842,2021-01-07 05:42:34.573
2021-01-07 08:00:00,127.254,127.3,126.915,127.077,56091853000.0,2021-01-07 08:02:47.914,2021-01-07 10:29:17.583
2021-01-07 12:00:00,127.078,127.466,127.045,127.423,48551137000.0,2021-01-07 15:54:41.677,2021-01-07 13:51:33.211
2021-01-07 16:00:00,127.424,127.491,127.329,127.43,26795029000.0,2021-01-07 18:44:39.319,2021-01-07 16:57:36.961
2021-01-07 20:00:00,127.429,127.453,127.274,127.358,12352086000.0,2021-01-07 21:38:34.288,2021-01-07 22:16:24.474
2021-01-08 00:00:00,127.359,127.421,127.217,127.331,29030041000.0,2021-01-08 00:03:35.214,2021-01-08 01:16:23.165
2021-01-08 04:00:00,127.33,127.463,127.185,127.252,25040662000.0,2021-01-08 07:16:25.960,2021-01-08 07:56:53.759
2021-01-08 08:00:00,127.251,127.251,126.955,127.198,54749611000.0,2021-01-08 08:00:00.034,2021-01-08 09:42:24.266
2021-01-08 12:00:00,127.196,127.368,127.073,127.208,69689303000.0,2021-01-08 14:28:39.647,2021-01-08 15:41:09.363
2021-01-08 16:00:00,127.207,127.343,126.813,126.918,38907171000.0,2021-01-08 16:45:10.573,2021-01-08 19:00:13.735
2021-01-08 20:00:00,126.919,127.097,126.915,127.071,11566286000.0,2021-01-08 21:04:33.721,2021-01-08 20:00:05.123
2021-01-10 20:00:00,126.865,127.015,126.81,126.851,9498092000.0,2021-01-10 22:44:11.771,2021-01-10 23:57:41.224
2021-01-11 00:00:00,126.849,126.902,126.765,126.81,18115679000.0,2021-01-11 00:06:08.775,2021-01-11 02:21:23.239
2021-01-11 04:00:00,126.811,126.961,126.788,126.886,19684468000.0,2021-01-11 07:20:27.746,2021-01-11 04:30:59.076
2021-01-11 08:00:00,126.885,127.0,126.56,126.682,35301096000.0,2021-01-11 08:16:21.969,2021-01-11 10:09:16.784
2021-01-11 12:00:00,126.681,126.79,126.568,126.713,43636262000.0,2021-01-11 12:41:02.558,2021-01-11 14:20:40.302
2021-01-11 16:00:00,126.712,126.79,126.651,126.677,28712558000.0,2021-01-11 16:47:04.273,2021-01-11 16:07:08.759
