timestamp,open,high,low,close,volume_base,volume_quote
2022-01-01 00:00:00,3675.54,3727.72,3675.54,3721.68,4367.02,16178903.8607
2022-01-01 01:00:00,3721.68,3746.99,3713.31,3723.73,6515.04,24299756.4333
2022-01-01 02:00:00,3723.73,3735.11,3720.77,3726.67,4827.91,18000971.2427
2022-01-01 03:00:00,3726.67,3734.31,3721.1,3722.0,4252.1,15849399.4075
2022-01-01 04:00:00,3722.0,3725.99,3706.86,3708.19,7107.41,26411076.5012
2022-01-01 05:00:00,3708.19,3764.51,3702.84,3735.79,7542.69,28171591.1841
2022-01-01 06:00:00,3735.79,3742.68,3707.73,3711.22,5746.79,21408033.3121
2022-01-01 07:00:00,3711.22,3723.53,3701.33,3715.26,7599.45,28209106.9699
2022-01-01 08:00:00,3715.26,3733.15,3708.13,3720.4,5321.0,19789607.7996
2022-01-01 09:00:00,3720.4,3728.72,3708.12,3717.57,6015.79,22360631.8888
2022-01-01 10:00:00,3717.57,3731.35,3672.12,3690.68,10136.09,37511987.6552
2022-01-01 11:00:00,3690.68,3711.97,3690.68,3692.73,9191.54,34032327.2428
2022-01-01 12:00:00,3692.73,3718.51,3692.72,3715.59,8956.24,33193685.3874
2022-01-01 13:00:00,3715.59,3724.47,3706.12,3709.21,8541.26,31725852.2285
2022-01-01 14:00:00,3709.21,3712.3,3691.64,3695.95,6969.12,25814198.4777
2022-01-01 15:00:00,3695.95,3744.55,3691.04,3724.26,7856.79,29221343.8264
2022-01-01 16:00:00,3724.26,3747.6,3717.97,3725.99,7889.21,29465525.1285
2022-01-01 17:00:00,3725.99,3762.69,3725.91,3758.43,7738.0,28931964.8255
2022-01-01 18:00:00,3758.43,3764.0,3738.66,3750.12,5319.89,19941980.0417
2022-01-01 19:00:00,3750.12,3755.21,3734.06,3746.11,7862.52,29430922.1573
2022-01-01 20:00:00,3746.11,3775.67,3739.23,3758.67,8109.7,30456762.2667
2022-01-01 21:00:00,3758.67,3775.2,3744.75,3747.57,6709.87,25233704.7812
2022-01-01 22:00:00,3747.57,3762.9,3738.65,3756.57,6691.91,25096665.1623
2022-01-01 23:00:00,3756.57,3773.23,3743.46,3763.43,5231.97,19649519.1267
2022-01-02 00:00:00,3763.43,3770.36,3749.83,3761.84,5665.17,21312113.8174
2022-01-02 01:00:00,3761.84,3763.04,3741.39,3746.76,6134.85,23003560.0746
2022-01-02 02:00:00,3746.76,3753.26,3742.03,3746.84,5212.68,19535695.2762
2022-01-02 03:00:00,3746.84,3760.63,3743.05,3758.53,4088.08,15337152.1748
2022-01-02 04:00:00,3758.53,3761.28,3716.8,3722.92,8531.25,31910016.2933
2022-01-02 05:00:00,3722.92,3744.64,3719.43,3743.94,8304.35,30993796.3805
2022-01-02 06:00:00,3743.94,3749.43,3737.24,3738.6,6966.96,26079875.8544
2022-01-02 07:00:00,3738.6,3752.56,3733.83,3747.39,4737.92,17733106.9132
2022-01-02 08:00:00,3747.39,3747.53,3733.02,3742.7,4853.6,18152740.249
2022-01-02 09:00:00,3742.7,3770.82,3737.4,3753.96,7679.97,28843283.334
2022-01-02 10:00:00,3753.96,3758.6,3739.34,3742.25,7874.7,29523837.0885
2022-01-02 11:00:00,3742.25,3755.66,3740.84,3743.2,7311.22,27397282.7422
2022-01-02 12:00:00,3743.2,3758.68,3729.75,3753.76,7651.88,28640305.4462
2022-01-02 13:00:00,3753.76,3755.42,3739.57,3744.36,7007.89,26261798.2693
2022-01-02 14:00:00,3744.36,3755.25,3742.49,3750.77,8541.9,32027816.6632
2022-01-02 15:00:00,3750.77,3788.87,3750.77,3777.58,10909.58,41094196.7059
2022-01-02 16:00:00,3777.58,3852.71,3776.78,3839.14,13697.29,52191428.9757
2022-01-02 17:00:00,3839.14,3858.6,3812.36,3823.87,13733.27,52585580.6445
2022-01-02 18:00:00,3823.87,3824.93,3773.14,3794.99,10355.42,39355390.2023
2022-01-02 19:00:00,3794.99,3805.56,3784.73,3798.33,5398.8,20489019.2067
2022-01-02 20:00:00,3798.33,3812.9,3792.76,3808.84,5003.61,19030265.5473
2022-01-02 21:00:00,3808.84,3826.98,3801.25,3810.63,5029.72,19174079.8745
2022-01-02 22:00:00,3810.63,3831.64,3808.52,3826.21,5760.42,22016459.111
2022-01-02 23:00:00,3826.21,3839.41,3818.46,3828.32,5646.13,21627158.2292
2022-01-03 00:00:00,3828.32,3828.32,3804.83,3805.42,9192.46,35054558.5515
2022-01-03 01:00:00,3805.42,3809.13,3793.12,3804.33,7938.02,30182192.2725
2022-01-03 02:00:00,3804.33,3804.55,3783.76,3798.02,6253.25,23728557.9409
2022-01-03 03:00:00,3798.02,3804.05,3774.6,3785.15,10226.83,38771147.5953
2022-01-03 04:00:00,3785.15,3798.87,3780.94,3791.16,8621.94,32691180.1989
2022-01-03 05:00:00,3791.16,3822.67,3790.16,3811.49,7770.68,29585511.3647
2022-01-03 06:00:00,3811.49,3815.5,3799.17,3802.85,6426.85,24467740.0194
2022-01-03 07:00:00,3802.85,3809.39,3799.43,3808.13,5946.4,22618474.6105
2022-01-03 08:00:00,3808.13,3819.93,3804.7,3807.09,5886.4,22437366.7542
2022-01-03 09:00:00,3807.09,3817.25,3791.0,3808.43,6639.9,25255196.3286
2022-01-03 10:00:00,3808.43,3830.46,3808.41,3822.76,7254.51,27715433.0055
2022-01-03 11:00:00,3822.88,3843.62,3822.63,3834.14,8361.02,32059928.6791
2022-01-03 12:00:00,3834.14,3837.2,3817.22,3819.7,7704.72,29494308.0057
2022-01-03 13:00:00,3819.7,3830.36,3817.75,3818.06,7822.9,29915757.9821
2022-01-03 14:00:00,3818.06,3851.73,3801.94,3802.6,12920.98,49382552.4623
2022-01-03 15:00:00,3802.6,3812.09,3775.52,3783.36,9243.53,35119583.443
2022-01-03 16:00:00,3783.36,3793.32,3733.9,3747.55,14599.97,54845776.5742
2022-01-03 17:00:00,3747.55,3774.04,3742.9,3760.46,8916.66,33504287.0284
2022-01-03 18:00:00,3760.46,3770.19,3743.97,3751.1,5502.38,20659595.8682
2022-01-03 19:00:00,3751.1,3762.36,3737.77,3737.77,8572.57,32187859.6353
2022-01-03 20:00:00,3737.77,3740.73,3680.41,3697.95,14398.24,53362803.7502
2022-01-03 21:00:00,3697.95,3731.9,3693.07,3722.31,5740.95,21305892.524
2022-01-03 22:00:00,3722.31,3770.93,3721.87,3750.96,7031.95,26378995.1541
2022-01-03 23:00:00,3750.96,3777.21,3745.68,3762.58,7805.28,29358402.3203
2022-01-04 00:00:00,3762.58,3772.0,3735.9,3741.9,6336.08,23804829.9449
2022-01-04 01:00:00,3741.9,3757.25,3727.06,3731.42,5968.1,22315749.9841
2022-01-04 02:00:00,3731.42,3739.15,3712.58,3726.06,8208.78,30587617.6304
2022-01-04 03:00:00,3726.06,3747.6,3718.97,3742.51,9241.35,34517033.2458
2022-01-04 04:00:00,3742.51,3751.87,3728.53,3729.25,8647.63,32333960.4245
2022-01-04 05:00:00,3729.25,3745.87,3726.06,3740.44,8283.11,30949419.4733
2022-01-04 06:00:00,3740.44,3753.99,3733.62,3750.61,8140.96,30505666.7083
2022-01-04 07:00:00,3750.61,3762.08,3744.89,3761.1,7405.82,27798307.8569
2022-01-04 08:00:00,3761.1,3778.94,3755.4,3768.98,10697.96,40330398.8321
2022-01-04 09:00:00,3768.98,3776.99,3761.34,3765.43,8271.43,31180773.2481
2022-01-04 10:00:00,3765.43,3815.61,3763.3,3805.55,11326.74,42848186.8769
2022-01-04 11:00:00,3805.55,3840.9,3805.53,3836.14,9281.89,35507565.7265
2022-01-04 12:00:00,3836.14,3841.64,3819.38,3831.55,9462.8,36206386.707
2022-01-04 13:00:00,3831.55,3876.47,3815.69,3865.15,14269.27,54801586.2894
2022-01-04 14:00:00,3865.15,3893.39,3855.12,3875.46,10795.15,41773461.2049
2022-01-04 15:00:00,3875.46,3885.27,3845.45,3850.74,8607.57,33287498.1179
2022-01-04 16:00:00,3850.74,3860.09,3837.02,3851.94,7418.61,28568016.5069
2022-01-04 17:00:00,3851.94,3864.91,3838.6,3839.13,5310.73,20469429.0974
2022-01-04 18:00:00,3839.13,3855.91,3763.72,3771.21,9711.34,36983645.5847
2022-01-04 19:00:00,3771.21,3843.13,3757.3,3812.59,11455.74,43672083.3188
2022-01-04 20:00:00,3812.59,3828.9,3799.31,3817.11,8394.67,32054861.706
2022-01-04 21:00:00,3817.11,3832.73,3808.46,3826.06,8179.35,31249097.6502
2022-01-04 22:00:00,3826.06,3826.22,3807.59,3816.91,9006.3,34388089.6903
